"name","mz","ionmode"
"FA 24:1",365.3425,"neg"
"FA 24:1;O",381.33742,"neg"
"FA 24:2",363.32685,"neg"
"FA 24:2;O",379.32177,"neg"
"FA 24:3",361.3112,"neg"
"FA 24:3;O",377.30612,"neg"
"FA 24:4",359.29555,"neg"
"FA 24:4;O",375.29047,"neg"
"FA 24:5",357.2799,"neg"
"FA 24:5;O",373.27482,"neg"
"FA 24:6",355.26425,"neg"
"FA 24:6;O",371.25917,"neg"
"FA 25:0",381.3738,"neg"
"FA 25:0;O",397.36872,"neg"
"FA 25:1",379.35815,"neg"
"FA 25:1;O",395.35307,"neg"
"FA 25:2",377.3425,"neg"
"FA 25:2;O",393.33742,"neg"
"FA 25:3",375.32685,"neg"
"FA 25:3;O",391.32177,"neg"
"FA 25:4",373.3112,"neg"
"FA 25:4;O",389.30612,"neg"
"FA 25:5",371.29555,"neg"
"FA 25:5;O",387.29047,"neg"
"FA 25:6",369.2799,"neg"
"FA 25:6;O",385.27482,"neg"
"FA 25:7",367.26425,"neg"
"FA 25:7;O",383.25917,"neg"
"FA 26:0",395.38945,"neg"
"FA 26:0;O",411.38437,"neg"
"FA 26:1",393.3738,"neg"
"FA 26:1;O",409.36872,"neg"
"FA 26:2",391.35815,"neg"
"FA 26:2;O",407.35307,"neg"
"FA 26:3",389.3425,"neg"
"FA 26:3;O",405.33742,"neg"
"FA 26:4",387.32685,"neg"
"FA 26:4;O",403.32177,"neg"
"FA 26:5",385.3112,"neg"
"FA 26:5;O",401.30612,"neg"
"FA 26:6",383.29555,"neg"
"FA 26:6;O",399.29047,"neg"
"FA 26:7",381.2799,"neg"
"FA 26:7;O",397.27482,"neg"
"FA 3:0",73.0295,"neg"
"FA 3:0;O",89.02442,"neg"
"FA 3:1",71.01385,"neg"
"FA 3:1;O",87.00877,"neg"
"FA 4:0",87.04515,"neg"
"FA 4:0;O",103.04007,"neg"
"FA 4:1",85.0295,"neg"
"FA 4:1;O",101.02442,"neg"
"FA 5:0",101.0608,"neg"
"FA 5:0;O",117.05572,"neg"
"FA 5:1",99.04515,"neg"
"FA 5:1;O",115.04007,"neg"
"FA 5:2",97.0295,"neg"
"FA 5:2;O",113.02442,"neg"
"FA 6:0",115.07645,"neg"
"FA 6:0;O",131.07137,"neg"
"FA 6:1",113.0608,"neg"
"FA 6:1;O",129.05572,"neg"
"FA 6:2",111.04515,"neg"
"FA 6:2;O",127.04007,"neg"
"FA 7:0",129.0921,"neg"
"FA 7:0;O",145.08702,"neg"
"FA 7:1",127.07645,"neg"
"FA 7:1;O",143.07137,"neg"
"FA 7:2",125.0608,"neg"
"FA 7:2;O",141.05572,"neg"
"FA 8:0",143.10775,"neg"
"FA 8:0;O",159.10267,"neg"
"FA 8:1",141.0921,"neg"
"FA 8:1;O",157.08702,"neg"
"FA 8:2",139.07645,"neg"
"FA 8:2;O",155.07137,"neg"
"FA 9:0",157.1234,"neg"
"FA 9:0;O",173.11832,"neg"
"FA 9:1",155.10775,"neg"
