"peak.num","subclass","Title","Compound","mz","rt","Adduct","MS2.score1","MS2.score2","rule1.score.Stand","rule2.score.Stand","final.score"
1383,"OxFA","OxFA 8:1;O","OxFA 8:1;O",157.086,5.07495,"[M-H]-",1,0.00719779,0.5,0.5,2.00719779
645,"OxFA","OxFA 8:1;(2OH)","OxFA 8:1;(2OH)",157.087,2.58772,"[M-H]-",1,0.0052961475,0.5,0.5,2.0052961475
1062,"FA","FA 9:0","FA 9:0",157.123,4.02317,"[M-H]-",1,0.0136358,0.5,0.5,2.0136358
4202,"O2xFA","O2xFA 8:6;O2","O2xFA 8:6;O2",163.003,13.5649,"[M-H]-",0.5,0.0346466,0.5,0.5,1.5346466
3744,"CL","CL 76:8","CL 18:0_22:5_18:1_18:2",1504.02,12.1301,"[M-H]-",0.5,0.01414375,0.5,0.5,1.51414375
3744,"CL","CL 76:8","CL 18:0_18:2_18:1_22:5",1504.02,12.1301,"[M-H]-",0.5,0.01414375,0.5,0.5,1.51414375
3744,"CL","CL 76:8","CL 18:0_18:1_18:2_22:5",1504.02,12.1301,"[M-H]-",0.5,0.01414375,0.5,0.5,1.51414375
3744,"CL","CL 76:8","CL 16:0_18:1_20:3_22:4",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 18:0_18:1_20:3_20:4",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 16:0_20:3_18:1_22:4",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 18:0_20:3_18:1_20:4",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 16:0_22:4_18:1_20:3",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 18:0_20:4_18:1_20:3",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 16:0_18:2_20:3_22:3",1504.02,12.1301,"[M-H]-",0.5,0.013478,0.5,0.5,1.513478
3744,"CL","CL 76:8","CL 18:0_18:2_20:3_20:3",1504.02,12.1301,"[M-H]-",0.5833335,0.013478,0.5,0.5,1.5968115
3744,"CL","CL 76:8","CL 16:0_20:3_18:2_22:3",1504.02,12.1301,"[M-H]-",0.5,0.013478,0.5,0.5,1.513478
3744,"CL","CL 76:8","CL 16:0_22:3_18:2_20:3",1504.02,12.1301,"[M-H]-",0.5,0.013478,0.5,0.5,1.513478
3744,"CL","CL 76:8","CL 18:0_20:3_18:2_20:3",1504.02,12.1301,"[M-H]-",0.5833335,0.013478,0.5,0.5,1.5968115
3744,"CL","CL 76:8","CL 18:1_18:1_18:1_22:5",1504.02,12.1301,"[M-H]-",0.5,0.0072414875,0.5,0.5,1.5072414875
3744,"CL","CL 76:8","CL 18:1_18:1_18:2_22:4",1504.02,12.1301,"[M-H]-",0.5833335,0.01414375,0.5,0.5,1.59747725
3744,"CL","CL 76:8","CL 18:1_18:2_18:1_22:4",1504.02,12.1301,"[M-H]-",0.5833335,0.01414375,0.5,0.5,1.59747725
3744,"CL","CL 76:8","CL 16:1_18:1_20:3_22:3",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 18:1_18:1_20:3_20:3",1504.02,12.1301,"[M-H]-",0.75,0.00793965,0.5,0.5,1.75793965
3744,"CL","CL 76:8","CL 16:1_20:3_18:1_22:3",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 16:1_22:3_18:1_20:3",1504.02,12.1301,"[M-H]-",0.5,0.00793965,0.5,0.5,1.50793965
3744,"CL","CL 76:8","CL 18:1_20:3_18:1_20:3",1504.02,12.1301,"[M-H]-",0.75,0.00793965,0.5,0.5,1.75793965
3744,"CL","CL 76:8","CL 18:1_18:2_18:2_22:3",1504.02,12.1301,"[M-H]-",0.5833335,0.01414375,0.5,0.5,1.59747725
3744,"CL","CL 76:8","CL 18:1_22:3_18:2_18:2",1504.02,12.1301,"[M-H]-",0.5833335,0.01414375,0.5,0.5,1.59747725
3877,"CL","CL 74:6","CL 16:0_22:4_18:1_18:1",1480.02,12.5463,"[M-H]-",0.8,0.0168314,0.869134924831576,0.5,2.18596632483158
3877,"CL","CL 74:6","CL 18:0_20:4_18:1_18:1",1480.02,12.5463,"[M-H]-",0.8,0.0168314,0.5,0.5,1.8168314
3877,"CL","CL 74:6","CL 16:0_18:1_18:2_22:3",1480.02,12.5463,"[M-H]-",0.75,0.028772525,0.5,0.5,1.778772525
3877,"CL","CL 74:6","CL 16:0_18:1_20:2_20:3",1480.02,12.5463,"[M-H]-",0.75,0.031812875,0.5,0.5,1.781812875
3877,"CL","CL 74:6","CL 18:0_18:1_18:2_20:3",1480.02,12.5463,"[M-H]-",0.875,0.03272975,0.5,0.5,1.90772975
3877,"CL","CL 74:6","CL 16:0_18:2_18:1_22:3",1480.02,12.5463,"[M-H]-",0.75,0.028772525,0.5,0.5,1.778772525
3877,"CL","CL 74:6","CL 18:0_18:2_18:1_20:3",1480.02,12.5463,"[M-H]-",0.875,0.040682775,0.5,0.5,1.915682775
3877,"CL","CL 74:6","CL 16:0_22:3_18:1_18:2",1480.02,12.5463,"[M-H]-",0.75,0.028772525,0.5,0.5,1.778772525
3877,"CL","CL 74:6","CL 18:0_20:3_18:1_18:2",1480.02,12.5463,"[M-H]-",0.875,0.03272975,0.874990822070159,0.874990822070159,2.65771139414032
3877,"CL","CL 74:6","CL 18:1_18:1_18:1_20:3",1480.02,12.5463,"[M-H]-",1,0.0397659,0.874990822070159,0.874990822070159,2.78974754414032
3877,"CL","CL 74:6","CL 16:1_22:3_18:1_18:1",1480.02,12.5463,"[M-H]-",0.8,0.0168314,0.869134924831576,0.5,2.18596632483158
3877,"CL","CL 74:6","CL 18:1_18:1_18:2_20:2",1480.02,12.5463,"[M-H]-",0.8333335,0.03542595,0.5,0.5,1.86875945
3734,"CL","CL 74:7","CL 16:0_20:3_16:0_22:4",1478.01,12.0987,"[M-H]-",0.8333335,0.0193097375,0.5,0.5,1.8526432375
3734,"CL","CL 74:7","CL 16:0_22:5_18:0_18:2",1478.01,12.0987,"[M-H]-",0.875,0.0261663,0.5,0.5,1.9011663
3734,"CL","CL 74:7","CL 16:0_18:2_18:0_22:5",1478.01,12.0987,"[M-H]-",0.875,0.0261663,0.5,0.5,1.9011663
3734,"CL","CL 74:7","CL 16:0_18:0_18:2_22:5",1478.01,12.0987,"[M-H]-",0.875,0.0261663,0.5,0.5,1.9011663
3734,"CL","CL 74:7","CL 16:0_22:4_18:1_18:2",1478.01,12.0987,"[M-H]-",0.875,0.04416775,0.5,0.5,1.91916775
3734,"CL","CL 74:7","CL 14:0_22:3_18:1_20:3",1478.01,12.0987,"[M-H]-",0.8333335,0.026612425,0.5,0.5,1.859945925
3734,"CL","CL 74:7","CL 16:0_20:3_16:1_22:3",1478.01,12.0987,"[M-H]-",0.75,0.0193097375,0.5,0.5,1.7693097375
3734,"CL","CL 74:7","CL 16:0_18:2_18:2_22:3",1478.01,12.0987,"[M-H]-",0.8333335,0.0259635,0.5,0.5,1.859297
3734,"CL","CL 74:7","CL 18:0_18:2_18:2_20:3",1478.01,12.0987,"[M-H]-",1,0.031985225,0.5,0.5,2.031985225
3734,"CL","CL 74:7","CL 16:0_22:3_18:2_18:2",1478.01,12.0987,"[M-H]-",0.8333335,0.031808825,0.5,0.5,1.865142325
3734,"CL","CL 74:7","CL 18:1_18:2_18:1_20:3",1478.01,12.0987,"[M-H]-",1,0.0446473,0.5,0.5,2.0446473
3734,"CL","CL 74:7","CL 16:1_22:3_18:1_18:2",1478.01,12.0987,"[M-H]-",0.8333335,0.043920575,0.5,0.5,1.877254075
3808,"CL","CL 74:7","CL 16:0_22:4_18:0_18:3",1478.01,12.3294,"[M-H]-",0.75,0.0189440075,0.5,0.5,1.7689440075
3808,"CL","CL 74:7","CL 16:0_20:4_18:0_20:3",1478.01,12.3294,"[M-H]-",1,0.01936955,0.5,0.5,2.01936955
3808,"CL","CL 74:7","CL 16:0_20:4_16:0_22:3",1478.01,12.3294,"[M-H]-",0.8333335,0.01762535,0.5,0.5,1.85095885
3808,"CL","CL 74:7","CL 16:0_18:4_18:0_22:3",1478.01,12.3294,"[M-H]-",0.75,0.016927185,0.5,0.5,1.766927185
3808,"CL","CL 74:7","CL 14:0_22:4_18:0_20:3",1478.01,12.3294,"[M-H]-",0.75,0.016480595,0.5,0.5,1.766480595
3808,"CL","CL 74:7","CL 14:0_20:4_18:0_22:3",1478.01,12.3294,"[M-H]-",0.75,0.017875475,0.5,0.5,1.767875475
3808,"CL","CL 74:7","CL 18:0_18:3_18:0_20:4",1478.01,12.3294,"[M-H]-",0.9,0.020950225,0.5,0.5,1.920950225
3808,"CL","CL 74:7","CL 16:0_22:3_18:0_18:4",1478.01,12.3294,"[M-H]-",0.75,0.016927185,0.5,0.5,1.766927185
3808,"CL","CL 74:7","CL 16:0_20:3_18:0_20:4",1478.01,12.3294,"[M-H]-",1,0.0224443,0.5,0.5,2.0224443
3808,"CL","CL 74:7","CL 16:0_18:3_18:0_22:4",1478.01,12.3294,"[M-H]-",0.75,0.016927185,0.5,0.5,1.766927185
3808,"CL","CL 74:7","CL 14:0_22:3_18:0_20:4",1478.01,12.3294,"[M-H]-",0.8333335,0.020950225,0.5,0.5,1.854283725
3808,"CL","CL 74:7","CL 14:0_20:3_18:0_22:4",1478.01,12.3294,"[M-H]-",0.75,0.016480595,0.5,0.5,1.766480595
3808,"CL","CL 74:7","CL 18:0_18:0_18:4_20:3",1478.01,12.3294,"[M-H]-",0.8333335,0.016480595,0.5,0.5,1.849814095
3808,"CL","CL 74:7","CL 16:0_18:0_18:4_22:3",1478.01,12.3294,"[M-H]-",0.75,0.016927185,0.5,0.5,1.766927185
3808,"CL","CL 74:7","CL 16:0_16:0_20:4_22:3",1478.01,12.3294,"[M-H]-",0.8333335,0.01762535,0.5,0.5,1.85095885
3808,"CL","CL 74:7","CL 14:0_18:0_20:4_22:3",1478.01,12.3294,"[M-H]-",0.75,0.017875475,0.5,0.5,1.767875475
3808,"CL","CL 74:7","CL 18:0_18:0_18:3_20:4",1478.01,12.3294,"[M-H]-",0.8333335,0.017875475,0.5,0.5,1.851208975
3808,"CL","CL 74:7","CL 16:0_18:0_20:3_20:4",1478.01,12.3294,"[M-H]-",1,0.01936955,0.5,0.5,2.01936955
3808,"CL","CL 74:7","CL 16:0_18:0_18:3_22:4",1478.01,12.3294,"[M-H]-",0.75,0.016927185,0.5,0.5,1.766927185
3808,"CL","CL 74:7","CL 16:0_16:0_20:3_22:4",1478.01,12.3294,"[M-H]-",0.8333335,0.0162304575,0.5,0.5,1.8495639575
3808,"CL","CL 74:7","CL 14:0_18:0_20:3_22:4",1478.01,12.3294,"[M-H]-",0.75,0.016480595,0.5,0.5,1.766480595
3808,"CL","CL 74:7","CL 18:0_18:2_18:0_20:5",1478.01,12.3294,"[M-H]-",0.9,0.024774025,0.5,0.5,1.924774025
3808,"CL","CL 74:7","CL 16:0_22:6_18:0_18:1",1478.01,12.3294,"[M-H]-",0.875,0.031051525,0.5,0.5,1.906051525
3808,"CL","CL 74:7","CL 16:0_18:1_18:0_22:6",1478.01,12.3294,"[M-H]-",0.875,0.031051525,0.5,0.5,1.906051525
3808,"CL","CL 74:7","CL 16:0_18:0_18:1_22:6",1478.01,12.3294,"[M-H]-",0.875,0.031051525,0.5,0.5,1.906051525
3808,"CL","CL 74:7","CL 18:0_18:4_18:0_20:3",1478.01,12.3294,"[M-H]-",0.8333335,0.016480595,0.5,0.5,1.849814095
3808,"CL","CL 74:7","CL 16:0_18:1_18:1_22:5",1478.01,12.3294,"[M-H]-",0.8333335,0.029831075,0.5,0.5,1.863164575
3808,"CL","CL 74:7","CL 16:0_22:5_18:1_18:1",1478.01,12.3294,"[M-H]-",0.8333335,0.036055525,0.5,0.5,1.869389025
3808,"CL","CL 74:7","CL 18:0_20:5_18:1_18:1",1478.01,12.3294,"[M-H]-",0.9,0.036679425,0.5,0.5,1.936679425
3808,"CL","CL 74:7","CL 16:0_18:1_18:2_22:4",1478.01,12.3294,"[M-H]-",0.875,0.03354545,0.5,0.5,1.90854545
3808,"CL","CL 74:7","CL 16:0_18:2_18:1_22:4",1478.01,12.3294,"[M-H]-",0.875,0.03354545,0.5,0.5,1.90854545
3808,"CL","CL 74:7","CL 16:1_22:4_18:0_18:2",1478.01,12.3294,"[M-H]-",0.8333335,0.024774025,0.5,0.5,1.858107525
3808,"CL","CL 74:7","CL 14:0_18:1_20:3_22:3",1478.01,12.3294,"[M-H]-",0.75,0.029384475,0.5,0.5,1.779384475
3808,"CL","CL 74:7","CL 16:0_16:1_20:3_22:3",1478.01,12.3294,"[M-H]-",0.75,0.0162304575,0.5,0.5,1.7662304575
3808,"CL","CL 74:7","CL 16:0_18:1_18:3_22:3",1478.01,12.3294,"[M-H]-",0.75,0.029831075,0.5,0.5,1.779831075
3808,"CL","CL 74:7","CL 16:0_18:1_20:3_20:3",1478.01,12.3294,"[M-H]-",1,0.0303548,0.5,0.5,2.0303548
3808,"CL","CL 74:7","CL 18:0_18:1_18:3_20:3",1478.01,12.3294,"[M-H]-",0.875,0.030604925,0.5,0.5,1.905604925
3808,"CL","CL 74:7","CL 14:0_20:3_18:1_22:3",1478.01,12.3294,"[M-H]-",0.75,0.029384475,0.5,0.5,1.779384475
3808,"CL","CL 74:7","CL 16:0_18:3_18:1_22:3",1478.01,12.3294,"[M-H]-",0.75,0.029831075,0.5,0.5,1.779831075
3808,"CL","CL 74:7","CL 16:0_20:3_18:1_20:3",1478.01,12.3294,"[M-H]-",1,0.03457015,0.5,0.5,2.03457015
3808,"CL","CL 74:7","CL 16:0_22:3_16:1_20:3",1478.01,12.3294,"[M-H]-",0.75,0.0162304575,0.5,0.5,1.7662304575
3808,"CL","CL 74:7","CL 16:0_22:3_18:1_18:3",1478.01,12.3294,"[M-H]-",0.75,0.029831075,0.5,0.5,1.779831075
3808,"CL","CL 74:7","CL 18:0_18:3_18:1_20:3",1478.01,12.3294,"[M-H]-",0.875,0.03519405,0.5,0.5,1.91019405
3808,"CL","CL 74:7","CL 18:0_20:3_18:1_18:3",1478.01,12.3294,"[M-H]-",0.875,0.030604925,0.5,0.5,1.905604925
3808,"CL","CL 74:7","CL 14:1_18:0_20:3_22:3",1478.01,12.3294,"[M-H]-",0.75,0.016480595,0.5,0.5,1.766480595
3808,"CL","CL 74:7","CL 16:1_18:0_20:3_20:3",1478.01,12.3294,"[M-H]-",0.8333335,0.016480595,0.5,0.5,1.849814095
3808,"CL","CL 74:7","CL 14:1_20:3_18:0_22:3",1478.01,12.3294,"[M-H]-",0.75,0.016480595,0.5,0.5,1.766480595
3808,"CL","CL 74:7","CL 14:1_22:3_18:0_20:3",1478.01,12.3294,"[M-H]-",0.75,0.016480595,0.5,0.5,1.766480595
3808,"CL","CL 74:7","CL 16:1_20:3_18:0_20:3",1478.01,12.3294,"[M-H]-",0.8333335,0.016480595,0.5,0.5,1.849814095
3808,"CL","CL 74:7","CL 16:1_22:3_18:0_18:3",1478.01,12.3294,"[M-H]-",0.75,0.0167532225,0.5,0.5,1.7667532225
3808,"CL","CL 74:7","CL 16:2_22:3_18:0_18:2",1478.01,12.3294,"[M-H]-",0.8333335,0.024774025,0.5,0.5,1.858107525
3808,"CL","CL 74:7","CL 18:1_18:1_18:1_20:4",1478.01,12.3294,"[M-H]-",1,0.038061725,0.5,0.5,2.038061725
3808,"CL","CL 74:7","CL 16:1_22:4_18:1_18:1",1478.01,12.3294,"[M-H]-",0.8,0.02096085,0.5,0.5,1.82096085
3808,"CL","CL 74:7","CL 16:2_22:3_18:1_18:1",1478.01,12.3294,"[M-H]-",0.8,0.02096085,0.5,0.5,1.82096085
3929,"CL","CL 74:7","CL 18:0_18:0_18:2_20:5",1478,12.7075,"[M-H]-",0.8333335,0.0345720875,0.874717818415274,0.5,2.24262340591527
3929,"CL","CL 74:7","CL 18:0_18:1_18:1_20:5",1478,12.7075,"[M-H]-",0.8333335,0.058749875,0.5,0.5,1.892083375
3929,"CL","CL 74:7","CL 16:1_18:0_18:1_22:5",1478,12.7075,"[M-H]-",0.75,0.058749875,0.5,0.5,1.808749875
3929,"CL","CL 74:7","CL 16:1_18:1_18:0_22:5",1478,12.7075,"[M-H]-",0.75,0.058749875,0.5,0.5,1.808749875
3929,"CL","CL 74:7","CL 16:1_22:5_18:0_18:1",1478,12.7075,"[M-H]-",0.75,0.058749875,0.5,0.5,1.808749875
3929,"CL","CL 74:7","CL 18:0_18:1_18:2_20:4",1478,12.7075,"[M-H]-",0.875,0.059363625,0.874717818415274,0.874717818415274,2.68379926183055
3929,"CL","CL 74:7","CL 18:0_18:2_18:1_20:4",1478,12.7075,"[M-H]-",0.875,0.059363625,0.874717818415274,0.874717818415274,2.68379926183055
3929,"CL","CL 74:7","CL 18:0_20:4_18:1_18:2",1478,12.7075,"[M-H]-",0.875,0.059363625,0.874717818415274,0.874717818415274,2.68379926183055
3929,"CL","CL 74:7","CL 16:1_18:0_18:2_22:4",1478,12.7075,"[M-H]-",0.75,0.0345720875,0.5,0.5,1.7845720875
3929,"CL","CL 74:7","CL 16:1_18:2_18:0_22:4",1478,12.7075,"[M-H]-",0.75,0.0345720875,0.5,0.5,1.7845720875
3929,"CL","CL 74:7","CL 16:2_18:0_18:1_22:4",1478,12.7075,"[M-H]-",0.75,0.058749875,0.5,0.5,1.808749875
3929,"CL","CL 74:7","CL 16:2_18:1_18:0_22:4",1478,12.7075,"[M-H]-",0.75,0.058749875,0.5,0.5,1.808749875
3929,"CL","CL 74:7","CL 16:2_22:4_18:0_18:1",1478,12.7075,"[M-H]-",0.75,0.058749875,0.5,0.5,1.808749875
3929,"CL","CL 74:7","CL 18:0_20:3_18:2_18:2",1478,12.7075,"[M-H]-",0.8333335,0.0345720875,0.874717818415274,0.5,2.24262340591527
3929,"CL","CL 74:7","CL 16:2_18:0_18:2_22:3",1478,12.7075,"[M-H]-",0.75,0.0345720875,0.5,0.5,1.7845720875
3929,"CL","CL 74:7","CL 16:2_18:2_18:0_22:3",1478,12.7075,"[M-H]-",0.75,0.0345720875,0.5,0.5,1.7845720875
3929,"CL","CL 74:7","CL 16:1_18:1_18:2_22:3",1478,12.7075,"[M-H]-",0.75,0.058885875,0.5,0.5,1.808885875
3929,"CL","CL 74:7","CL 18:1_18:1_18:2_20:3",1478,12.7075,"[M-H]-",0.8333335,0.058885875,0.874717818415274,0.5,2.26693719341527
3929,"CL","CL 74:7","CL 16:1_18:2_18:1_22:3",1478,12.7075,"[M-H]-",0.75,0.058885875,0.5,0.5,1.808885875
3664,"CL","CL 74:8","CL 16:0_20:3_18:0_20:5",1475.99,11.8809,"[M-H]-",0.75,0.0236272,0.5,0.5,1.7736272
3664,"CL","CL 74:8","CL 16:0_20:3_16:0_22:5",1475.99,11.8809,"[M-H]-",0.8333335,0.0236272,0.5,0.5,1.8569607
3664,"CL","CL 74:8","CL 14:0_18:1_20:3_22:4",1475.99,11.8809,"[M-H]-",0.75,0.02229455,0.5,0.5,1.77229455
3664,"CL","CL 74:8","CL 16:0_16:1_20:3_22:4",1475.99,11.8809,"[M-H]-",0.875,0.01781835,0.5,0.5,1.89281835
3664,"CL","CL 74:8","CL 16:0_18:1_20:3_20:4",1475.99,11.8809,"[M-H]-",0.875,0.0225755,0.5,0.5,1.8975755
3664,"CL","CL 74:8","CL 14:0_20:3_18:1_22:4",1475.99,11.8809,"[M-H]-",0.75,0.02229455,0.5,0.5,1.77229455
3664,"CL","CL 74:8","CL 14:0_22:3_18:1_20:4",1475.99,11.8809,"[M-H]-",0.75,0.018558025,0.5,0.5,1.768558025
3664,"CL","CL 74:8","CL 16:0_20:3_16:1_22:4",1475.99,11.8809,"[M-H]-",0.875,0.023979725,0.5,0.5,1.898979725
3664,"CL","CL 74:8","CL 16:0_20:3_18:1_20:4",1475.99,11.8809,"[M-H]-",0.875,0.029439625,0.5,0.5,1.904439625
3664,"CL","CL 74:8","CL 14:0_22:4_18:1_20:3",1475.99,11.8809,"[M-H]-",0.8333335,0.026292175,0.5,0.5,1.859625675
3664,"CL","CL 74:8","CL 16:0_20:4_18:1_20:3",1475.99,11.8809,"[M-H]-",0.875,0.026573125,0.5,0.5,1.901573125
3664,"CL","CL 74:8","CL 16:0_22:4_16:1_20:3",1475.99,11.8809,"[M-H]-",0.875,0.02111325,0.5,0.5,1.89611325
3664,"CL","CL 74:8","CL 18:0_18:4_18:1_20:3",1475.99,11.8809,"[M-H]-",0.8333335,0.026292175,0.5,0.5,1.859625675
3664,"CL","CL 74:8","CL 16:1_20:3_18:0_20:4",1475.99,11.8809,"[M-H]-",0.75,0.0208323,0.5,0.5,1.7708323
3664,"CL","CL 74:8","CL 16:0_18:2_18:2_22:4",1475.99,11.8809,"[M-H]-",0.8333335,0.02940795,0.5,0.5,1.86274145
3664,"CL","CL 74:8","CL 16:0_22:4_18:2_18:2",1475.99,11.8809,"[M-H]-",0.8333335,0.0371271,0.5,0.5,1.8704606
3664,"CL","CL 74:8","CL 14:0_18:2_20:3_22:3",1475.99,11.8809,"[M-H]-",0.75,0.033509475,0.5,0.5,1.783509475
3664,"CL","CL 74:8","CL 16:0_16:2_20:3_22:3",1475.99,11.8809,"[M-H]-",0.75,0.017465825,0.5,0.5,1.767465825
3664,"CL","CL 74:8","CL 16:0_18:2_18:3_22:3",1475.99,11.8809,"[M-H]-",0.75,0.02940795,0.5,0.5,1.77940795
3664,"CL","CL 74:8","CL 16:0_18:2_20:3_20:3",1475.99,11.8809,"[M-H]-",1,0.03379045,0.5,0.5,2.03379045
3664,"CL","CL 74:8","CL 18:0_18:2_18:3_20:3",1475.99,11.8809,"[M-H]-",0.75,0.033509475,0.5,0.5,1.783509475
3664,"CL","CL 74:8","CL 14:0_20:3_18:2_22:3",1475.99,11.8809,"[M-H]-",0.75,0.033509475,0.5,0.5,1.783509475
3664,"CL","CL 74:8","CL 14:0_22:3_18:2_20:3",1475.99,11.8809,"[M-H]-",0.8333335,0.045203575,0.5,0.5,1.878537075
3664,"CL","CL 74:8","CL 16:0_18:3_18:2_22:3",1475.99,11.8809,"[M-H]-",0.75,0.02940795,0.5,0.5,1.77940795
3664,"CL","CL 74:8","CL 16:0_20:3_16:2_22:3",1475.99,11.8809,"[M-H]-",0.75,0.0236272,0.5,0.5,1.7736272
3664,"CL","CL 74:8","CL 16:0_20:3_18:2_20:3",1475.99,11.8809,"[M-H]-",1,0.04548455,0.5,0.5,2.04548455
3664,"CL","CL 74:8","CL 16:0_22:3_16:2_20:3",1475.99,11.8809,"[M-H]-",0.75,0.017465825,0.5,0.5,1.767465825
3664,"CL","CL 74:8","CL 16:0_22:3_18:2_18:3",1475.99,11.8809,"[M-H]-",0.75,0.02940795,0.5,0.5,1.77940795
3664,"CL","CL 74:8","CL 18:0_18:3_18:2_20:3",1475.99,11.8809,"[M-H]-",0.8333335,0.045203575,0.5,0.5,1.878537075
3664,"CL","CL 74:8","CL 18:0_20:3_18:2_18:3",1475.99,11.8809,"[M-H]-",0.75,0.033509475,0.5,0.5,1.783509475
3664,"CL","CL 74:8","CL 16:1_18:1_18:2_22:4",1475.99,11.8809,"[M-H]-",0.875,0.034589225,0.5,0.5,1.909589225
3664,"CL","CL 74:8","CL 16:1_18:2_18:1_22:4",1475.99,11.8809,"[M-H]-",0.875,0.034589225,0.5,0.5,1.909589225
3664,"CL","CL 74:8","CL 18:1_18:2_18:1_20:4",1475.99,11.8809,"[M-H]-",0.9,0.045525075,0.5,0.5,1.945525075
3664,"CL","CL 74:8","CL 16:1_22:4_18:1_18:2",1475.99,11.8809,"[M-H]-",0.875,0.045877625,0.5,0.5,1.920877625
3664,"CL","CL 74:8","CL 14:1_18:1_20:3_22:3",1475.99,11.8809,"[M-H]-",0.75,0.02229455,0.5,0.5,1.77229455
3664,"CL","CL 74:8","CL 16:1_16:1_20:3_22:3",1475.99,11.8809,"[M-H]-",0.8333335,0.0175374,0.5,0.5,1.8508709
3664,"CL","CL 74:8","CL 16:1_18:1_20:3_20:3",1475.99,11.8809,"[M-H]-",1,0.022647075,0.5,0.5,2.022647075
3664,"CL","CL 74:8","CL 18:1_18:1_18:3_20:3",1475.99,11.8809,"[M-H]-",0.8333335,0.02229455,0.5,0.5,1.85562805
3664,"CL","CL 74:8","CL 14:1_20:3_18:1_22:3",1475.99,11.8809,"[M-H]-",0.75,0.02229455,0.5,0.5,1.77229455
3664,"CL","CL 74:8","CL 14:1_22:3_18:1_20:3",1475.99,11.8809,"[M-H]-",0.8333335,0.026292175,0.5,0.5,1.859625675
3664,"CL","CL 74:8","CL 16:1_20:3_16:1_22:3",1475.99,11.8809,"[M-H]-",0.8333335,0.0208323,0.5,0.5,1.8541658
3664,"CL","CL 74:8","CL 16:1_20:3_18:1_20:3",1475.99,11.8809,"[M-H]-",1,0.0266447,0.5,0.5,2.0266447
3664,"CL","CL 74:8","CL 18:1_18:3_18:1_20:3",1475.99,11.8809,"[M-H]-",0.9,0.026292175,0.5,0.5,1.926292175
3664,"CL","CL 74:8","CL 16:1_18:2_18:2_22:3",1475.99,11.8809,"[M-H]-",0.8333335,0.02947955,0.5,0.5,1.86281305
3664,"CL","CL 74:8","CL 18:1_18:2_18:2_20:3",1475.99,11.8809,"[M-H]-",1,0.051015975,0.5,0.5,2.051015975
3664,"CL","CL 74:8","CL 16:1_22:3_18:2_18:2",1475.99,11.8809,"[M-H]-",0.8333335,0.0371987,0.5,0.5,1.8705322
3664,"CL","CL 74:8","CL 18:1_20:3_18:2_18:2",1475.99,11.8809,"[M-H]-",1,0.0481495,0.5,0.5,2.0481495
3664,"CL","CL 74:8","CL 16:2_18:1_18:2_22:3",1475.99,11.8809,"[M-H]-",0.75,0.034236675,0.5,0.5,1.784236675
3664,"CL","CL 74:8","CL 16:2_18:2_18:1_22:3",1475.99,11.8809,"[M-H]-",0.75,0.034236675,0.5,0.5,1.784236675
3664,"CL","CL 74:8","CL 16:2_22:3_18:1_18:2",1475.99,11.8809,"[M-H]-",0.8333335,0.045525075,0.5,0.5,1.878858575
3766,"CL","CL 74:8","CL 16:0_18:4_18:0_22:4",1475.99,12.2004,"[M-H]-",0.75,0.019920475,0.5,0.5,1.769920475
3766,"CL","CL 74:8","CL 16:0_18:0_20:4_20:4",1475.99,12.2004,"[M-H]-",0.8333335,0.019920475,0.5,0.5,1.853253975
3766,"CL","CL 74:8","CL 16:0_18:0_18:4_22:4",1475.99,12.2004,"[M-H]-",0.75,0.019920475,0.5,0.5,1.769920475
3766,"CL","CL 74:8","CL 16:0_22:5_18:0_18:3",1475.99,12.2004,"[M-H]-",0.875,0.02030365,0.5,0.5,1.89530365
3766,"CL","CL 74:8","CL 16:0_20:5_18:0_20:3",1475.99,12.2004,"[M-H]-",0.75,0.019920475,0.5,0.5,1.769920475
3766,"CL","CL 74:8","CL 16:0_18:5_18:0_22:3",1475.99,12.2004,"[M-H]-",0.75,0.019920475,0.5,0.5,1.769920475
3766,"CL","CL 74:8","CL 14:0_22:5_18:0_20:3",1475.99,12.2004,"[M-H]-",0.75,0.0173679175,0.5,0.5,1.7673679175
3766,"CL","CL 74:8","CL 14:0_22:5_16:0_22:3",1475.99,12.2004,"[M-H]-",0.75,0.01982025,0.5,0.5,1.76982025
3766,"CL","CL 74:8","CL 16:0_22:3_18:0_18:5",1475.99,12.2004,"[M-H]-",0.75,0.019920475,0.5,0.5,1.769920475
