"input[, 1]","BC_1","BC_10","BC_11","BC_12","BC_13","BC_14","BC_15","BC_16","BC_17","BC_18","BC_19","BC_2","BC_20","BC_21","BC_22","BC_23","BC_24","BC_25","BC_26","BC_27","BC_28","BC_29","BC_3","BC_30","BC_31","BC_32","BC_33","BC_34","BC_35","BC_36","BC_37","BC_38","BC_39","BC_4","BC_40","BC_41","BC_42","BC_43","BC_44","BC_45","BC_46","BC_47","BC_48","BC_49","BC_5","BC_50","BC_51","BC_52","BC_53","BC_54","BC_55","BC_56","BC_57","BC_58","BC_59","BC_6","BC_60","BC_61","BC_62","BC_63","BC_64","BC_65","BC_66","BC_67","BC_68","BC_69","BC_7","BC_70","BC_71","BC_72","BC_73","BC_74","BC_75","BC_76","BC_8","BC_9","HD_1","HD_10","HD_11","HD_12","HD_13","HD_14","HD_15","HD_16","HD_17","HD_18","HD_19","HD_2","HD_20","HD_21","HD_22","HD_23","HD_24","HD_25","HD_26","HD_27","HD_28","HD_29","HD_3","HD_30","HD_31","HD_32","HD_33","HD_34","HD_35","HD_36","HD_37","HD_38","HD_39","HD_4","HD_40","HD_41","HD_42","HD_43","HD_44","HD_45","HD_46","HD_47","HD_48","HD_49","HD_5","HD_50","HD_51","HD_52","HD_53","HD_54","HD_55","HD_56","HD_57","HD_58","HD_59","HD_6","HD_60","HD_61","HD_62","HD_63","HD_64","HD_65","HD_66","HD_67","HD_68","HD_69","HD_7","HD_70","HD_71","HD_72","HD_73","HD_74","HD_75","HD_76","HD_77","HD_78","HD_79","HD_8","HD_80","HD_81","HD_82","HD_83","HD_84","HD_85","HD_86","HD_87","HD_88","HD_89","HD_9","HD_90","HD_91","HD_92","HD_93","HD_94","HD_95"
283.2576,0,0,111542.578125,0,0,0,0,0,0,0,0,0,0,20859988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32386236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19732900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16601755,0,0,0,0,0,0,0,0,0,19084794,35365384,0,0,0,0,11148208,18395932,12304489,0,0,0,0,13336455,234918.625,0,0,0,0,11378428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.0781,0,0,0,0,0,0,0,0,0,4483211.5,0,0,200475.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9340477,0,0,0,0,6773858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5838429,0,0,0,0,0,0,0,0,0,0,6397121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156838.796875,0,0,0,0,0,4283938.5,0,0,912493.125,0,0,0,0,0,0,0,0,4019995.5,2863514.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54063.34375,0
202.0812,3526155.25,0,0,0,0,0,0,0,168720.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141816.71875,0,0,182745.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170123.515625,0,4865163,0,0,53960.28515625,0,0,0,0,0,0,0,182189.078125,0,0,0,0,0,0,0,0,0,0,6217683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8213603.5,0,0,0,0,619562.5625,0,0,0,0,0,0,0,3367034,0,0,0,0,0,0,0,0,0,0,0,0,0
280.2368,0,0,0,0,0,0,0,0,75075.4453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87672.140625,0,0,0,0,8926387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4656932.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2803247,0,0,0,0,0,0,0,0,0,368267.1875,4447014,0,0,0,0,0,4145739,0,0,0,0,0,2818341.75,0,0,0,0,0,0,0,0,0,0,0,0,0,2900380.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4479446,0,0,0,0,0,0,0,0,0,0,0,67563.96875,0
280.2424,0,0,0,0,0,0,0,0,56718.16015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9413934,0,0,0,0,0,0,2528502.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65637.59375,0,0,0,0,6765348.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360492.53125,0,0,0,0,0,0,0,0,0,5728911.5,2117356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435804.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3425695.5,0,0,0,1901014.75,0,0,0,0,0,0,0,51187.36328125,0
281.236,0,0,0,0,4321277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2442524.5,0,0,0,0,0,0,0,0,0,0,0,0,0,79598.1875,0,0,0,0,0,0,0,106857.3515625,0,0,0,0,0,0,0,0,0,0,0,0,0,4488444,0,0,0,0,0,0,0,117872.2578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58884.66015625,0,0,0,0,0,4905615,0,0,0,0,0,0,0,0,3960211.25,0,0,0,0,0,0,0,0,0,0,0,3597104.25,4610430,0,0,0,0,0,1941739.75,0,0,0,0,0
281.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7039467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944336.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5354442.5,0,0,0,0,0,7472950,0,0,0,62468.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10690828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2124364.5,0,0,0,0,0,0,7743466.5,0,7751239.5,6332701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7096127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7679350,0,0
281.2472,0,0,31222.515625,0,0,0,0,0,0,0,74486.765625,0,0,0,0,0,314282.1875,12404781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299104.875,0,326000.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12703267,0,0,95537.9765625,0,0,0,0,0,0,0,0,0,100873.7734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316967.46875,0,0,0,0,361422.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281.2528,0,0,0,0,0,0,0,0,0,0,63232.95703125,0,0,0,0,0,264257.15625,10449493,0,0,0,0,0,0,0,0,0,0,76549.71875,0,0,0,0,253898.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114540.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10566115,0,0,0,0,0,0,0,0,0,0,0,0,81503.640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92713.484375,0,10628554,0,0,0,0,0,0,0,0,0,0,6043911.5,0,0,8683748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281.2531,0,0,0,5471242.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8376712.5,0,0,10578405,0,8325221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9155702,0,0,0,0,0,0,0,0,0,0,0,0,8277036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368033.59375,0,6764111.5,0,0,0,0,0,0,0,0,0,3243279.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928584,0,0,0,0,0,0,0,8466275,0,0,0,0,0,5785486.5,0,0,0,0
281.2586,0,6438109,0,0,5627918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172142.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3199214.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5614642.5,0,0,0,43763.71484375,0,0,0,147959.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153277.046875,0,0,0,0,0,0,0,0,0,0,0,5169408.5,0,0,4020147.25,0,0,0,0,0,0,0,0,0,6082045,0,0,0,0,0,2540622,0,0,0,0,0
281.2587,0,0,0,3299666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6355355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985753.5,0,0,0,0,0,0,0,3092302.75,0,0,0,0,0,0,0,0,0,0,0,0,0,105857.7578125,0,0,0,0,0,0,0,134530.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52725.78125,222431.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75328.3671875,0,0,0,0,0,6044108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4645281,0,0,0,0,0,0,0,3473767.75,0,0,0,0
202.0744,0,0,0,0,0,0,0,0,0,0,132212.109375,0,0,0,0,0,0,0,0,0,3906630,0,0,0,118792.0859375,0,0,0,122594.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126270.6796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122697.8515625,0,0,0,129452.3359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110003.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105296.6796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046786.625,0,0,0,0,0,3079742,0,0,0
202.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124245.5546875,0,0,0,0,0,0,0,0,0,0,56024.81640625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10843465,0,0,0,0,0,0,0,0,0,0,0,0,5962749,0,0,0,4593107,0,0,124257.0234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249904.140625,0,0,5588827,0,0,0,0,7354675,109471.3984375,0,3370265.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.0777,3861171,0,0,0,0,0,0,0,185611.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,392559.6875,0,0,0,0,0,0,0,0,0,0,130073.3515625,0,0,0,0,0,0,0,0,155245.5625,0,0,200735.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186828.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6814854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7419837.5,0,0,0,2165128.75,0,0,0,0,0,0,0,0,182504.796875,0,0,0,0,0,0,0
281.2416,0,9317045,0,0,7864600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230160.546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072644.5,4482514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8087420,0,0,0,61272.37890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235047.65625,0,0,0,0,0,0,0,0,0,0,0,7205938,0,0,5666671.5,0,0,0,0,0,0,0,0,0,8434351,0,0,0,0,0,0,0,0,0,0,0
283.2805,0,0,0,0,0,0,0,0,0,0,0,0,0,5380563.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8944755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5034186.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4549712,0,0,0,0,0,0,0,0,0,4872147,9383302,0,0,0,0,3004804.75,4550162,0,0,0,0,0,3576797.75,68812.4453125,0,0,0,0,3050418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280.2423,0,0,0,0,0,0,0,0,0,0,0,0,0,4354730.5,0,0,0,0,0,0,0,0,0,0,0,5409354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5743057,0,0,0,0,0,0,0,0,0,6982817.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224251.125,0,0,0,0,0,0,0,4458461.5,0,0,0,0,138329.671875,0,0,2992245.75,0,0,0,0,3491433.75,2673720.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281.2529,0,10726246,27203.19140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282226.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5919843.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81082.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258083.296875,0,0,0,0,301968.625,0,334083.65625,0,0,0,0,8556853,0,0,6666905.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508.3435,0,0,0,1946515.75,0,0,1906699.125,4580134,0,0,0,0,0,0,0,0,0,0,2715364.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8845911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8202057.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4894866.5,0,0,0,4098178.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3883702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983664,0,0,0,0,0,0,0,0,0
279.2139,4883106.5,0,43190.84765625,0,0,0,0,0,0,0,0,0,0,0,0,0,512722.5,9822903,0,0,0,0,451322.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5618851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95942.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14629670,0,0,0,0,0,3085527.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.2195,16693582,0,162830.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,1728630.375,33125934,0,0,0,0,1546511.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18902320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328980.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49721216,0,0,0,0,0,10459501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.2251,32599530,0,329784.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,3322936.25,63524504,0,0,0,0,3040753.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36093984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644488.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96347752,0,0,0,0,0,20252416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.2307,48611556,0,502553.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,4889875.5,93254336,0,0,0,0,4557465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52799124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962641.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142710576,0,0,0,0,0,29982524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280.2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357044.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6287839,0,0,0,0,0,0,0,0,0,0,0,29923.294921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2972620.75,0,0,0,0,50096.34375,0,0,0,0,0,0,0,0,0,0,0,4667716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64481.09375,0,0,0,0,0,0,0,0,0,0,3276452.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344028.25,0,0,0,0,0,0
280.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4703263.5,0,0,0,1287610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6083033.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2777811,0,0,0,0,47099.94140625,0,0,0,0,0,0,0,0,0,0,0,4486265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64705.27734375,0,0,0,0,0,0,0,0,0,352797.5,3232380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281.2363,0,0,0,0,0,0,0,0,0,11600716,0,0,0,0,3901034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3322685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2969922.25,0,0,0,0,0,4124240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5944438.5,0,0,61986.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4181650.5,0,0,4335463.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281.2415,0,0,0,0,0,0,0,0,0,0,52423.84375,0,0,0,0,0,0,8948830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214275.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9252317,0,0,67953.09375,0,0,0,0,0,0,0,0,0,74676.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77680.203125,0,8814855,0,0,0,0,0,0,0,0,0,0,0,0,0,7255209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283.2685,14207743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415648.5,26919622,0,0,0,0,0,0,0,0,0,0,190352.28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14599969,0,0,0,0,199170.171875,0,0,0,0,0,0,0,0,0,0,0,23902868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682218,0,0,0,0,0,0,0,0,41685492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508.3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539510.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3907820.75,3934111.5,0,0,0,0,0,0,0,0,0,0,0,305925.8125,0,0,0,0,0,0,0,0,0,0,0,0,1081178.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2534141.75,3720431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3419366.5,3723468.5,0,0,0,0,0,0,0,0,0,0,0,0
202.0746,0,0,0,0,0,0,0,0,0,0,0,0,142648.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4802879,0,0,0,0,0,0,0,0,0,0,0,0,289439.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4132277.75,0,0,0,0,0,0,0,0,0,0,4522218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3043727.5,0,0,0,0,4185673.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119308.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202.0848,0,0,0,0,0,0,0,0,0,0,103763.7890625,0,0,0,0,0,0,0,0,0,0,0,0,0,93483.421875,0,0,0,96922.8203125,0,0,0,0,0,0,0,0,0,0,0,0,43209.984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8425842,0,0,0,0,98011.84375,0,0,0,102073.2421875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83548.9765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.2363,45493492,0,484737.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85174896,0,0,0,0,4299540.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47973988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902777.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132117096,0,0,0,0,0,27751248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279.2419,28523840,0,308607.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52885160,0,0,0,0,2704805.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29718902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566421.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82448432,0,0,0,0,0,17321546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
